datetime_utc,j_conds,j_dewptm,j_fog,j_hail,j_heatindexm,j_hum,j_precipm,j_pressurem,j_rain,j_snow,j_tempm,j_thunder,j_tornado,j_vism,j_wdird,j_wdire,j_wgustm,j_windchillm,j_wspdm,target_o_tempm
20151207-12:00,,15,0,0,,36,,1011,0,0,27,0,0,10,,,,,0.0,27
20151208-03:00,,9,0,0,,49,,1016,0,0,16,0,0,4,,,,,0.0,27
20151208-12:00,,14,0,0,,34,,1012,0,0,27,0,0,10,,,,,0.0,27
20151209-03:00,Clear,10,0,0,,55,,1016,0,0,17,0,0,4,,,,,0.0,29
20151209-12:00,,14,0,0,,33,,1011,0,0,27,0,0,10,,,,,0.0,29
20151210-03:00,,12,0,0,,60,,1016,0,0,18,0,0,4,,,,,0.0,29
20151210-12:00,,18,0,0,,39,,1008,0,0,29,0,0,10,,,,,0.0,29
20151211-03:00,,16,0,0,,73,,1012,0,0,19,0,0,10,,,,,0.0,27
20151211-12:00,,15,0,0,,32,,1008,0,0,29,0,0,10,,,,,0.0,27
20151212-03:00,,13,0,0,,66,,1013,0,0,18,0,0,4,,,,,0.0,29
20151212-12:00,,12,0,0,,29,,1008,0,0,27,0,0,10,,,,,0.0,29
20151213-03:00,,10,0,0,,43,,1014,0,0,19,0,0,4,,,,,0.0,28
20151213-12:00,,20,0,0,,49,,1008,0,0,29,0,0,10,,,,,0.0,28
20151214-03:00,,12,0,0,,51,,1014,0,0,20,0,0,4,,,,,0.0,28
20151214-12:00,,15,0,0,,34,,,0,0,28,0,0,10,,,,,0.0,28
20151215-03:00,,12,0,0,,62,,1016,0,0,18,0,0,4,,,,,0.0,29
20151215-12:00,,16,0,0,,36,,1010,0,0,28,0,0,10,,,,,0.0,29
20151216-03:00,,11,0,0,,56,,1015,0,0,18,0,0,4,,,,,0.0,28
20151216-12:00,,15,0,0,,31,,1008,0,0,29,0,0,10,,,,,0.0,28
20151217-03:00,,10,0,0,,54,,1016,0,0,17,0,0,4,,,,,0.0,26
20151217-12:00,,10,0,0,,22,,1012,0,0,28,0,0,10,,,,,0.0,26
20151218-03:00,,6,0,0,,44,,1018,0,0,15,0,0,4,,,,,0.0,28
20151218-12:00,,13,0,0,,34,,1012,0,0,26,0,0,10,,,,,0.0,28
20151219-03:00,,8,0,0,,60,,1019,0,0,14,0,0,4,,,,,0.0,29
20151219-12:00,,17,0,0,,39,,1012,0,0,28,0,0,10,,,,,0.0,29
20151220-03:00,,15,0,0,,78,,1017,0,0,18,0,0,4,,,,,0.0,28
20151220-12:00,,16,0,0,,35,,1011,0,0,29,0,0,10,,,,,0.0,28
20151221-03:00,,12,0,0,,63,,1015,0,0,17,0,0,4,,,,,0.0,26
20151221-12:00,,16,0,0,,38,,1011,0,0,28,0,0,10,,,,,0.0,26
20151222-03:00,,8,0,0,,58,,1017,0,0,14,0,0,4,,,,,0.0,25
20151222-12:00,,14,0,0,,36,,1012,0,0,26,0,0,10,,,,,0.0,25
20151223-03:00,Clear,8,0,0,,62,,1019,0,0,13,0,0,4,,,,,0.0,24
20151223-12:00,Clear,22,0,0,,76,,1014,0,0,25,0,0,10,,,,,0.0,24
20151224-03:00,,6,0,0,,55,,1020,0,0,12,0,0,4,,,,,0.0,13
20151224-12:00,Clear,20,0,0,,74,,1014,0,0,24,0,0,10,,,,,0.0,13
20151225-03:00,,3,0,0,,40,,1023,0,0,13,0,0,4,,,,,0.0,24
20151226-03:00,,5,0,0,,62,,1022,0,0,10,0,0,4,,,,,0.0,27
20151226-12:00,,13,0,0,,39,,1016,0,0,24,0,0,10,,,,,0.0,27
20151227-03:00,,4,0,0,,46,,1024,0,0,12,0,0,4,,,,,0.0,30
20151227-12:00,,5,0,0,,14,,1015,0,0,27,0,0,10,,,,,0.0,30
20151228-03:00,,7,0,0,,54,,1023,0,0,13,0,0,4,,,,,0.0,30
20151228-12:00,,14,0,0,,27,,1016,0,0,30,0,0,10,,,,,0.0,30
20151229-03:00,,6,0,0,,46,,1021,0,0,14,0,0,4,,,,,0.0,29
20151229-12:00,,16,0,0,,30,,1014,0,0,30,0,0,10,,,,,0.0,29
20151230-03:00,,8,0,0,,45,,1019,0,0,17,0,0,4,,,,,0.0,29
20151230-12:00,Clear,11,0,0,,22,,1012,0,0,29,0,0,10,,,,,0.0,29
20151231-03:00,,8,0,0,,53,,1020,0,0,16,0,0,4,,,,,0.0,30
20151231-12:00,Clear,15,0,0,,32,,1013,0,0,29,0,0,10,,,,,0.0,30
20160101-03:00,,10,0,0,,55,,1021,0,0,17,0,0,4,,,,,0.0,33
20160101-12:00,,11,0,0,,21,,1014,0,0,30,0,0,10,,,,,0.0,33
20160102-12:00,Clear,12,0,0,,19,,1012,0,0,33,0,0,10,,,,,0.0,15
20160103-03:00,,8,0,0,,56,,1020,0,0,15,0,0,4,,,,,0.0,28
20160104-03:00,,9,0,0,,63,,1020,0,0,14,0,0,4,,,,,0.0,28
20160104-12:00,,12,0,0,,26,,1013,0,0,28,0,0,10,,,,,0.0,28
20160105-12:00,,13,0,0,,30,,1011,0,0,28,0,0,10,,,,,0.0,29
20160106-03:00,Clear,9,0,0,,58,,1018,0,0,16,0,0,4,,,,,0.0,28
20160106-12:00,,12,0,0,,25,,1012,0,0,29,0,0,10,,,,,0.0,28
20160107-03:00,,11,0,0,,64,,1018,0,0,16,0,0,4,,,,,0.0,29
20160107-12:00,Clear,12,0,0,,26,,1013,0,0,28,0,0,10,,,,,0.0,29
20160108-03:00,,11,0,0,,66,,1020,0,0,16,0,0,4,,,,,0.0,28
20160108-12:00,,11,0,0,,23,,1012,0,0,29,0,0,10,,,,,0.0,28
20160109-03:00,,11,0,0,,66,,1020,0,0,16,0,0,4,,,,,0.0,26
20160109-12:00,,13,0,0,,29,,1011,0,0,28,0,0,10,,,,,0.0,26
20160110-03:00,Clear,7,0,0,,52,,1019,0,0,14,0,0,4,,,,,0.0,28
20160110-12:00,,16,0,0,,43,,1013,0,0,26,0,0,10,,,,,0.0,28
20160111-03:00,,9,0,0,,55,,1020,0,0,16,0,0,4,,,,,0.0,27
20160111-12:00,,11,0,0,,25,,1011,0,0,28,0,0,10,,,,,0.0,27
20160112-03:00,,9,0,0,,55,,1017,0,0,16,0,0,4,,,,,0.0,28
20160112-12:00,,11,0,0,,26,,1010,0,0,27,0,0,10,,,,,0.0,28
20160113-03:00,,10,0,0,,55,,1015,0,0,16,0,0,4,,,,,0.0,28
20160113-12:00,,16,0,0,,39,,1009,0,0,28,0,0,10,,,,,0.0,28
20160114-03:00,,9,0,0,,56,,1016,0,0,15,0,0,4,,,,,0.0,28
20160114-12:00,,14,0,0,,32,,1009,0,0,28,0,0,10,,,,,0.0,28
20160115-03:00,,10,0,0,,59,,1014,0,0,16,0,0,4,,,,,0.0,28
20160115-12:00,,17,0,0,,42,,1009,0,0,28,0,0,10,,,,,0.0,28
20160116-03:00,,11,0,0,,54,,1013,0,0,18,0,0,4,,,,,0.0,27
20160116-12:00,,15,0,0,,36,,1017,0,0,28,0,0,10,,,,,0.0,27
20160117-03:00,,12,0,0,,60,,1014,0,0,18,0,0,4,,,,,0.0,26
20160117-12:00,,13,0,0,,33,,1007,0,0,27,0,0,10,,,,,0.0,26
20160118-03:00,,12,0,0,,66,,1013,0,0,17,0,0,4,,,,,0.0,25
20160118-12:00,,10,0,0,,27,,1011,0,0,26,0,0,10,,,,,0.0,25
20160119-03:00,,7,0,0,,50,,1014,0,0,15,0,0,4,,,,,0.0,23
20160119-12:00,,4,0,0,,17,,1010,0,0,25,0,0,10,,,,,0.0,23
20160120-03:00,,6,0,0,,52,,1018,0,0,13,0,0,4,,,,,0.0,23
20160120-12:00,Clear,4,0,0,,18,,1012,0,0,23,0,0,10,,,,,0.0,23
20160121-03:00,,4,0,0,,47,,1021,0,0,12,0,0,4,,,,,0.0,25
20160121-12:00,,8,0,0,,25,,1014,0,0,23,0,0,10,,,,,0.0,25
20160122-03:00,,3,0,0,,52,,1020,0,0,10,0,0,4,,,,,0.0,26
20160122-12:00,,14,0,0,,41,,1013,0,0,25,0,0,10,,,,,0.0,26
20160123-03:00,,7,0,0,,70,,1021,0,0,11,0,0,4,,,,,0.0,27
20160123-12:00,,16,0,0,,43,,1013,0,0,26,0,0,10,,,,,0.0,27
20160124-03:00,,4,0,0,,45,,1020,0,0,13,0,0,4,,,,,0.0,28
20160124-12:00,,15,0,0,,37,,1013,0,0,27,0,0,10,,,,,0.0,28
20160125-03:00,,6,0,0,,42,,1017,0,0,15,0,0,4,,,,,0.0,30
20160125-12:00,,8,0,0,,18,,1009,0,0,28,0,0,10,,,,,0.0,30
20160126-03:00,,4,0,0,,45,,1016,0,0,13,0,0,4,,,,,0.0,29
20160126-12:00,,9,0,0,,17,,1007,0,0,30,0,0,10,,,,,0.0,29
20160127-03:00,,7,0,0,,59,,1018,0,0,13,0,0,4,,,,,0.0,30
20160127-12:00,,6,0,0,,14,,1010,0,0,29,0,0,10,,,,,0.0,30
20160128-03:00,,7,0,0,,49,,1023,0,0,15,0,0,4,,,,,0.0,30
20160128-12:00,,10,0,0,,19,,1011,0,0,30,0,0,10,,,,,0.0,30
20160129-03:00,,9,0,0,,51,,1019,0,0,16,0,0,4,,,,,0.0,33
20160129-12:00,,11,0,0,,22,,1013,0,0,30,0,0,10,,,,,0.0,33
20160130-03:00,,9,0,0,,47,,1019,0,0,18,0,0,4,,,,,0.0,30
20160130-12:00,,14,0,0,,22,,1009,0,0,33,0,0,10,,,,,0.0,30
20160131-03:00,,9,0,0,,49,,1018,0,0,17,0,0,4,,,,,0.0,31
20160131-12:00,Clear,9,0,0,,16,,1010,0,0,30,0,0,10,,,,,0.0,31
20160201-03:00,,9,0,0,,52,,1015,0,0,17,0,0,4,,,,,0.0,32
20160201-12:00,,10,0,0,,18,,1011,0,0,31,0,0,10,,,,,0.0,32
20160202-03:00,,9,0,0,,50,,1018,0,0,16,0,0,4,,,,,0.0,32
20160202-12:00,,6,0,0,,12,,1011,0,0,32,0,0,10,,,,,0.0,32
20160203-03:00,,8,0,0,,49,,1018,0,0,16,0,0,4,,,,,0.0,15
20160203-12:00,,6,0,0,,11,,1009,0,0,32,0,0,10,,,,,0.0,15
20160204-03:00,,6,0,0,,45,,1019,0,0,15,0,0,4,,,,,0.0,16
20160205-03:00,,6,0,0,,39,,1017,0,0,16,0,0,4,,,,,0.0,33
20160208-03:00,,9,0,0,,60,,1016,0,0,15,0,0,4,,,,,0.0,32
20160208-12:00,,9,0,0,,17,,1010,0,0,30,0,0,10,,,,,0.0,32
20160209-12:00,,14,0,0,,25,,1008,0,0,32,0,0,10,,,,,0.0,32
20160210-03:00,,11,0,0,,46,,1012,0,0,20,0,0,4,,,,,0.0,30
20160210-12:00,,13,0,0,,23,,1007,0,0,32,0,0,10,,,,,0.0,30
20160211-03:00,,6,0,0,,33,,1012,0,0,19,0,0,4,,,,,0.0,31
20160211-12:00,,16,0,0,,30,,1007,0,0,30,0,0,10,,,,,0.0,31
20160212-03:00,,7,0,0,,43,,1015,0,0,16,0,0,4,,,,,0.0,29
20160212-12:00,,10,0,0,,18,,1007,0,0,31,0,0,10,,,,,0.0,29
20160213-03:00,,9,0,0,,58,,1016,0,0,16,0,0,4,,,,,0.0,31
20160213-12:00,,8,0,0,,19,,1014,0,0,29,0,0,10,,,,,0.0,31
20160214-03:00,,8,0,0,,45,,1015,0,0,17,0,0,4,,,,,0.0,18
20160214-12:00,,10,0,0,,18,,1008,0,0,31,0,0,10,,,,,0.0,18
20160215-12:00,,9,0,0,,48,,1015,0,0,18,0,0,4,,,,,0.0,33
20160216-03:00,,9,0,0,,39,,1016,0,0,19,0,0,4,,,,,0.0,34
20160216-12:00,,16,0,0,,26,,1008,0,0,33,0,0,10,,,,,0.0,34
20160217-03:00,,14,0,0,,55,,1015,0,0,21,0,0,4,,,,,0.0,34
20160217-12:00,,21,0,0,,38,,1009,0,0,34,0,0,10,,,,,0.0,34
20160218-03:00,,9,0,0,,35,,1015,0,0,20,0,0,4,,,,,0.0,34
20160218-12:00,,23,0,0,,41,,1007,0,0,34,0,0,10,,,,,0.0,34
20160219-03:00,,14,0,0,,49,,1016,0,0,22,0,0,4,,,,,0.0,35
20160219-12:00,Clear,23,0,0,,45,,1010,0,0,34,0,0,10,,,,,0.0,35
20160220-03:00,Clear,16,0,0,,55,,1016,0,0,23,0,0,4,,,,,0.0,34
20160220-12:00,,18,0,0,,26,,1009,0,0,35,0,0,10,,,,,0.0,34
20160221-03:00,,16,0,0,,53,,1015,0,0,23,0,0,4,,,,,0.0,35
20160221-12:00,,23,0,0,,45,,1008,0,0,34,0,0,10,,,,,0.0,35
20160222-03:00,,9,0,0,,41,,1017,0,0,19,0,0,4,,,,,0.0,34
20160222-12:00,,22,0,0,,38,,1009,0,0,35,0,0,10,,,,,0.0,34
20160223-03:00,,10,0,0,,43,,1015,0,0,20,0,0,4,,,,,0.0,34
20160223-12:00,,23,0,0,,43,,1007,0,0,34,0,0,10,,,,,0.0,34
20160224-03:00,,9,0,0,,47,,1012,0,0,17,0,0,4,,,,,0.0,33
20160224-12:00,,16,0,0,,26,,1007,0,0,34,0,0,10,,,,,0.0,33
20160225-03:00,Clear,10,0,0,,45,,1014,0,0,20,0,0,4,,,,,0.0,34
20160225-12:00,,20,0,0,,37,,1009,0,0,33,0,0,10,,,,,0.0,34
20160226-03:00,,12,0,0,,52,,1016,0,0,19,0,0,4,,,,,0.0,35
20160226-12:00,Clear,16,0,0,,23,,1009,0,0,34,0,0,10,,,,,0.0,35
20160227-03:00,,13,0,0,,49,,1016,0,0,21,0,0,4,,,,,0.0,36
20160227-12:00,,25,0,0,,47,,1009,0,0,35,0,0,10,,,,,0.0,36
20160228-03:00,,13,0,0,,43,,1016,0,0,23,0,0,4,,,,,0.0,30
20160228-12:00,,24,0,0,,41,,1010,0,0,36,0,0,10,,,,,0.0,30
20160229-03:00,,16,0,0,,49,,1016,0,0,25,0,0,4,,,,,0.0,31
20160229-12:00,,19,0,0,,44,,1009,0,0,30,0,0,10,,,,,0.0,31
20160301-03:00,,18,0,0,,63,,1014,0,0,23,0,0,4,,,,,0.0,34
20160301-12:00,,18,0,0,,36,,1007,0,0,31,0,0,10,,,,,0.0,34
20160302-03:00,,19,0,0,,71,,1010,0,0,23,0,0,4,,,,,0.0,32
20160302-12:00,,19,0,0,,29,,1010,0,0,34,0,0,10,,,,,0.0,32
20160303-03:00,,16,0,0,,61,,1016,0,0,22,0,0,4,,,,,0.0,34
20160303-12:00,,19,0,0,,38,,1012,0,0,32,0,0,10,,,,,0.0,34
20160304-03:00,,15,0,0,,47,,1017,0,0,24,0,0,4,,,,,0.0,35
20160304-12:00,,26,0,0,,60,,1010,0,0,34,0,0,10,,,,,0.0,35
20160305-03:00,Clear,15,0,0,,53,,1013,0,0,23,0,0,4,,,,,0.0,34
20160305-12:00,,25,0,0,,46,,1006,0,0,35,0,0,10,,,,,0.0,34
20160306-03:00,,12,0,0,,44,,1014,0,0,21,0,0,4,,,,,0.0,34
20160306-12:00,,25,0,0,,51,,1005,0,0,34,0,0,10,,,,,0.0,34
20160307-03:00,,13,0,0,,52,,1013,0,0,21,0,0,4,,,,,0.0,34
20160307-12:00,,21,0,0,,36,,1006,0,0,34,0,0,10,,,,,0.0,34
20160308-03:00,,13,0,0,,52,,1012,0,0,20,0,0,4,,,,,0.0,35
20160308-12:00,,11,0,0,,16,,1005,0,0,34,0,0,10,,,,,0.0,35
20160309-03:00,,11,0,0,,34,,1012,0,0,23,0,0,4,,,,,0.0,36
20160309-12:00,,17,0,0,,25,,1006,0,0,35,0,0,10,,,,,0.0,36
20160310-03:00,,10,0,0,,38,,1014,0,0,21,0,0,4,,,,,0.0,38
20160310-12:00,,15,0,0,,20,,1006,0,0,36,0,0,10,,,,,0.0,38
20160311-03:00,,10,0,0,,32,,1013,0,0,24,0,0,4,,,,,0.0,35
20160311-12:00,,12,0,0,,14,,1005,0,0,38,0,0,10,,,,,0.0,35
20160312-03:00,,13,0,0,,34,,1008,0,0,26,0,0,4,,,,,0.0,32
20160312-12:00,,13,0,0,,18,,1004,0,0,35,0,0,10,,,,,0.0,32
20160313-03:00,,13,0,0,,40,,1012,0,0,23,0,0,4,,,,,0.0,36
20160313-12:00,,10,0,0,,17,,1006,0,0,32,0,0,10,,,,,0.0,36
20160314-03:00,,12,0,0,,46,,1013,0,0,22,0,0,4,,,,,0.0,33
20160314-12:00,,20,0,0,,28,,1006,0,0,36,0,0,10,,,,,0.0,33
20160315-03:00,,12,0,0,,41,,1013,0,0,23,0,0,4,,,,,0.0,35
20160315-12:00,,14,0,0,,21,,1007,0,0,33,0,0,10,,,,,0.0,35
20160316-03:00,,9,0,0,,34,,1013,0,0,22,0,0,4,,,,,0.0,36
20160316-12:00,,10,0,0,,14,,1007,0,0,35,0,0,10,,,,,0.0,36
20160317-03:00,,12,0,0,,34,,1012,0,0,25,0,0,4,,,,,0.0,36
20160317-12:00,,22,0,0,,34,,1005,0,0,36,0,0,10,,,,,0.0,36
20160318-03:00,,13,0,0,,37,,1005,0,0,25,0,0,4,,,,,0.0,35
20160318-12:00,,19,0,0,,28,,1004,0,0,36,0,0,10,,,,,0.0,35
20160319-03:00,,14,0,0,,36,,1012,0,0,26,0,0,4,,,,,0.0,35
20160319-12:00,,22,0,0,,37,,1005,0,0,35,0,0,10,,,,,0.0,35
20160320-03:00,,16,0,0,,39,,1013,0,0,28,0,0,4,,,,,0.0,35
20160320-12:00,,15,0,0,,21,,1006,0,0,35,0,0,10,,,,,0.0,35
20160321-03:00,,8,0,0,,26,,1013,0,0,23,0,0,4,,,,,0.0,36
20160321-12:00,,24,0,0,,43,,1005,0,0,35,0,0,10,,,,,0.0,36
20160322-03:00,,12,0,0,,35,,1010,0,0,24,0,0,4,,,,,0.0,38
20160322-12:00,,20,0,0,,30,,1005,0,0,36,0,0,10,,,,,0.0,38
20160323-03:00,,7,0,0,,24,,1013,0,0,24,0,0,4,,,,,0.0,38
20160323-12:00,,19,0,0,,24,,1005,0,0,38,0,0,10,,,,,0.0,38
20160324-03:00,,8,0,0,,23,,1013,0,0,24,0,0,4,,,,,0.0,38
20160324-12:00,,22,0,0,,32,,1007,0,0,38,0,0,10,,,,,0.0,38
20160325-03:00,,8,0,0,,22,,1014,0,0,26,0,0,4,,,,,0.0,37
20160325-12:00,,26,0,0,,40,,1005,0,0,38,0,0,10,,,,,0.0,37
20160326-03:00,,15,0,0,,39,,1012,0,0,26,0,0,4,,,,,0.0,38
20160326-12:00,,24,0,0,,37,,1006,0,0,37,0,0,10,,,,,0.0,38
20160327-03:00,,11,0,0,,28,,1012,0,0,26,0,0,4,,,,,0.0,38
20160327-12:00,,16,0,0,,18,,1006,0,0,38,0,0,10,,,,,0.0,38
20160328-03:00,,9,0,0,,29,,1013,0,0,23,0,0,4,,,,,0.0,38
20160328-12:00,,20,0,0,,25,,1005,0,0,38,0,0,10,,,,,0.0,38
20160329-03:00,Clear,10,0,0,,29,,1012,0,0,24,0,0,4,,,,,0.0,38
20160329-12:00,,20,0,0,,25,,1005,0,0,38,0,0,10,,,,,0.0,38
20160330-03:00,,9,0,0,,24,,1013,0,0,25,0,0,4,,,,,0.0,38
20160330-12:00,Clear,19,0,0,,23,,1005,0,0,38,0,0,10,,,,,0.0,38
20160331-03:00,,11,0,0,,29,,1012,0,0,25,0,0,4,,,,,0.0,41
20160331-12:00,,19,0,0,,24,,1005,0,0,38,0,0,10,,,,,0.0,41
20160401-03:00,,11,0,0,,29,,1010,0,0,26,0,0,4,,,,,0.0,39
20160401-12:00,,23,0,0,,26,,1002,0,0,41,0,0,10,,,,,0.0,39
20160402-03:00,,22,0,0,,80,,1012,0,0,24,0,0,4,,,,,0.0,40
20160402-12:00,,13,0,0,,13,,1004,0,0,39,0,0,10,,,,,0.0,40
20160403-03:00,,19,0,0,,47,,1011,0,0,28,0,0,4,,,,,0.0,38
20160403-12:00,,22,0,0,,27,,1005,0,0,40,0,0,10,,,,,0.0,38
20160404-03:00,,20,0,0,,50,,1010,0,0,29,0,0,4,,,,,0.0,34
20160404-12:00,,18,0,0,,21,,1003,0,0,38,0,0,10,,,,,0.0,34
20160405-03:00,,16,0,0,,35,,1010,0,0,29,0,0,4,,,,,0.0,37
20160405-12:00,Clear,19,0,0,,30,,1004,0,0,34,0,0,10,,,,,0.0,37
20160406-03:00,,14,0,0,,33,,1010,0,0,27,0,0,4,,,,,0.0,38
20160406-12:00,,18,0,0,,24,,1005,0,0,37,0,0,10,,,,,0.0,38
20160407-03:00,,15,0,0,,38,,1011,0,0,26,0,0,4,,,,,0.0,38
20160407-12:00,Clear,23,0,0,,34,,1005,0,0,38,0,0,10,,,,,0.0,38
20160408-03:00,,15,0,0,,41,,1011,0,0,26,0,0,4,,,,,0.0,38
20160408-12:00,,19,0,0,,25,,1004,0,0,38,0,0,10,,,,,0.0,38
20160409-03:00,,11,0,0,,25,,1011,0,0,28,0,0,4,,,,,0.0,37
20160409-12:00,,17,0,0,,20,,1003,0,0,38,0,0,10,,,,,0.0,37
20160410-03:00,,12,0,0,,25,,1010,0,0,29,0,0,4,,,,,0.0,36
20160410-12:00,,18,0,0,,23,,1004,0,0,37,0,0,10,,,,,0.0,36
20160411-03:00,,13,0,0,,22,,1010,0,0,31,0,0,4,,,,,0.0,38
20160411-12:00,,16,0,0,,19,,1004,0,0,36,0,0,10,,,,,0.0,38
20160412-03:00,,11,0,0,,20,,1010,0,0,31,0,0,4,,,,,0.0,39
20160412-12:00,Clear,17,0,0,,21,,1002,0,0,38,0,0,10,,,,,0.0,39
20160413-03:00,,12,0,0,,26,,1009,0,0,28,0,0,4,,,,,0.0,42
20160413-12:00,,18,0,0,,22,,1002,0,0,39,0,0,10,,,,,0.0,42
20160414-03:00,,13,0,0,,30,,1010,0,0,28,0,0,4,,,,,0.0,41
20160414-12:00,,19,0,0,,18,,1002,0,0,42,0,0,10,,,,,0.0,41
20160415-03:00,,14,0,0,,27,,1009,0,0,30,0,0,4,,,,,0.0,39
20160415-12:00,,24,0,0,,28,,1002,0,0,41,0,0,10,,,,,0.0,39
20160416-03:00,,11,0,0,,22,,1008,0,0,29,0,0,4,,,,,0.0,38
20160416-12:00,,16,0,0,,17,,1002,0,0,39,0,0,10,,,,,0.0,38
20160417-03:00,,14,0,0,,30,,1008,0,0,29,0,0,4,,,,,0.0,38
20160417-12:00,,18,0,0,,21,,1002,0,0,38,0,0,10,,,,,0.0,38
20160418-03:00,,15,0,0,,29,,1009,0,0,31,0,0,4,,,,,0.0,40
20160418-12:00,,16,0,0,,18,,1003,0,0,38,0,0,10,,,,,0.0,40
20160419-03:00,,16,0,0,,35,,1009,0,0,29,0,0,4,,,,,0.0,40
20160419-12:00,,15,0,0,,15,,1002,0,0,40,0,0,10,,,,,0.0,40
20160420-03:00,,14,0,0,,19,,1008,0,0,35,0,0,4,,,,,0.0,40
20160420-12:00,Clear,21,0,0,,24,,1003,0,0,40,0,0,10,,,,,0.0,40
20160421-03:00,,13,0,0,,23,,1008,0,0,31,0,0,4,,,,,0.0,37
20160421-12:00,,18,0,0,,18,,1002,0,0,40,0,0,10,,,,,0.0,37
20160422-03:00,,6,0,0,,13,,1009,0,0,30,0,0,4,,,,,0.0,37
20160422-12:00,,8,0,0,,9,,1002,0,0,37,0,0,10,,,,,0.0,37
20160423-03:00,,18,0,0,,46,,1010,0,0,27,0,0,4,,,,,0.0,38
20160423-12:00,,15,0,0,,18,,1002,0,0,37,0,0,10,,,,,0.0,38
20160424-03:00,,14,0,0,,31,,1009,0,0,28,0,0,4,,,,,0.0,39
20160424-12:00,,17,0,0,,20,,1002,0,0,38,0,0,10,,,,,0.0,39
20160425-03:00,,16,0,0,,39,,1010,0,0,27,0,0,4,,,,,0.0,40
20160425-12:00,,18,0,0,,20,,1002,0,0,39,0,0,10,,,,,0.0,40
20160426-03:00,,15,0,0,,32,,1009,0,0,29,0,0,4,,,,,0.0,39
20160426-12:00,,15,0,0,,15,,1002,0,0,40,0,0,10,,,,,0.0,39
20160427-03:00,,8,0,0,,15,,1009,0,0,31,0,0,4,,,,,0.0,42
20160427-12:00,,10,0,0,,10,,1002,0,0,39,0,0,10,,,,,0.0,42
20160428-03:00,,11,0,0,,21,,1009,0,0,30,0,0,4,,,,,0.0,41
20160428-12:00,,13,0,0,,11,,1001,0,0,42,0,0,10,,,,,0.0,41
20160429-03:00,Clear,9,0,0,,15,,1008,0,0,32,0,0,4,,,,,0.0,41
20160429-12:00,,17,0,0,,17,,1002,0,0,41,0,0,10,,,,,0.0,41
20160430-03:00,,8,0,0,,14,,1008,0,0,31,0,0,4,,,,,0.0,40
20160430-12:00,,17,0,0,,16,,1001,0,0,41,0,0,10,,,,,0.0,40
20160501-03:00,,10,0,0,,17,,1008,0,0,31,0,0,4,,,,,0.0,39
20160501-12:00,Clear,12,0,0,,12,,1002,0,0,40,0,0,10,,,,,0.0,39
20160502-03:00,,15,0,0,,31,,1007,0,0,30,0,0,4,,,,,0.0,40
20160502-12:00,,6,0,0,,7,,1003,0,0,39,0,0,10,,,,,0.0,40
20160503-03:00,,13,0,0,,22,,1008,0,0,31,0,0,4,,,,,0.0,39
20160503-12:00,,10,0,0,,9,,1002,0,0,40,0,0,10,,,,,0.0,39
20160504-03:00,,8,0,0,,15,,1007,0,0,31,0,0,4,,,,,0.0,33
20160504-12:00,,10,0,0,,10,,1001,0,0,39,0,0,10,,,,,0.0,33
20160505-03:00,,16,0,0,,32,,1009,0,0,30,0,0,4,,,,,0.0,30
20160505-12:00,,17,0,0,,27,,1004,0,0,33,0,0,10,,,,,0.0,30
20160506-03:00,,16,0,0,,39,,1010,0,0,27,0,0,4,,,,,0.0,36
20160506-12:00,Overcast,14,0,0,,28,,1007,0,0,30,0,0,10,,,,,0.0,36
20160507-03:00,,20,0,0,,59,,1009,0,0,27,0,0,4,,,,,0.0,34
20160507-12:00,,22,0,0,,34,,1002,0,0,36,0,0,10,,,,,0.0,34
20160508-03:00,,14,0,0,,28,,1009,0,0,30,0,0,4,,,,,0.0,38
20160508-12:00,,17,0,0,,27,,1004,0,0,34,0,0,10,,,,,0.0,38
20160509-03:00,,18,0,0,,45,,1009,0,0,28,0,0,4,,,,,0.0,38
20160509-12:00,,15,0,0,,16,,1002,0,0,38,0,0,10,,,,,0.0,38
20160510-03:00,,17,0,0,,38,,1009,0,0,29,0,0,4,,,,,0.0,33
20160510-12:00,Clear,16,0,0,,18,,1012,0,0,38,0,0,10,,,,,0.0,33
20160511-03:00,,13,0,0,,22,,1008,0,0,31,0,0,4,,,,,0.0,29
20160511-12:00,,19,0,0,,34,,1003,0,0,33,0,0,10,,,,,0.0,29
20160512-03:00,,16,0,0,,28,,1007,0,0,31,0,0,4,,,,,0.0,39
20160512-12:00,Overcast,21,0,0,,52,,1000,0,0,29,0,0,10,,,,,0.0,39
20160513-03:00,,15,0,0,,30,,1006,0,0,29,0,0,4,,,,,0.0,40
20160513-12:00,,14,0,0,,14,,,0,0,39,0,0,10,,,,,0.0,40
20160514-03:00,Clear,16,0,0,,27,,1006,0,0,33,0,0,4,,,,,0.0,41
20160514-12:00,,14,0,0,,15,,1002,0,0,40,0,0,10,,,,,0.0,41
20160515-03:00,,13,0,0,,19,,1006,0,0,33,0,0,4,,,,,0.0,40
20160515-12:00,,19,0,0,,20,,1002,0,0,41,0,0,10,,,,,0.0,40
20160516-03:00,,14,0,0,,24,,1005,0,0,32,0,0,4,,,,,0.0,41
20160516-12:00,,17,0,0,,18,,998,0,0,40,0,0,10,,,,,0.0,41
20160517-03:00,Clear,15,0,0,,26,,1003,0,0,32,0,0,4,,,,,0.0,42
20160517-12:00,Partly Cloudy,28,0,0,,39,,997,0,0,41,0,0,4,340,NNW,,,3.7,42
