datetime_utc,j_conds,j_dewptm,j_fog,j_hail,j_heatindexm,j_hum,j_precipm,j_pressurem,j_rain,j_snow,j_tempm,j_thunder,j_tornado,j_vism,j_wdird,j_wdire,j_wgustm,j_windchillm,j_wspdm,target_o_tempm
20170604-12:00,,21,0,0,,37,,1001,0,0,35,0,0,10,0,North,,,,36
20170605-12:00,Clear,22,0,0,,33,,1001,0,0,36,0,0,10,270,West,,,,35
20170606-03:00,Clear,22,0,0,,65,,1006,0,0,27,0,0,4,270,West,,,,25
20170606-12:00,,20,0,0,,32,,1001,0,0,35,0,0,10,,,,,,25
20170607-03:00,Clear,21,0,0,,57,,1008,0,0,28,0,0,4,180,South,,,0.0,25
20170607-12:00,Mostly Cloudy,23,0,0,,87,,1005,0,0,25,0,0,10,0,North,,,,25
20170608-03:00,,22,0,0,,76,,1007,0,0,25,0,0,4,,,,,,27
20170608-12:00,Mostly Cloudy,24,0,0,,90,,1003,0,0,25,0,0,10,270,West,,,,27
20170609-03:00,Mostly Cloudy,22,0,0,,80,,1005,0,0,25,0,0,4,0,North,,,,27
20170609-12:00,,24,0,0,,79,,1003,0,0,27,0,0,10,,,,,,27
20170610-03:00,Mostly Cloudy,23,0,0,,76,,1004,0,0,26,0,0,4,0,North,,,0.0,31
20170610-12:00,,24,0,0,,77,,999,0,0,27,0,0,10,0,North,,,0.0,31
20170611-03:00,,23,0,0,,79,,1003,0,0,26,0,0,4,180,South,,,,34
20170611-12:00,,22,0,0,,49,,998,0,0,31,0,0,10,180,South,,,,34
20170612-03:00,,23,0,0,,78,,1003,0,0,26,0,0,4,270,West,,,,33
20170612-12:00,Clear,22,0,0,,40,,996,0,0,34,0,0,10,0,North,,,,33
20170613-12:00,,21,0,0,,41,,998,0,0,33,0,0,10,0,North,,,,25
20170614-03:00,Clear,22,0,0,,67,,1004,0,0,27,0,0,4,0,North,,,,34
20170614-12:00,Mostly Cloudy,22,0,0,,80,,1003,0,0,25,0,0,10,,,,,,34
20170615-03:00,,23,0,0,,73,,1006,0,0,27,0,0,4,,,,,0.0,34
20170615-12:00,Clear,22,0,0,,42,,999,0,0,34,0,0,10,180,South,,,0.0,34
20170616-03:00,,23,0,0,,74,,1004,0,0,27,0,0,4,,,,,,35
20170616-12:00,Clear,21,0,0,,38,,999,0,0,34,0,0,10,0,North,,,0.0,35
20170617-03:00,,23,0,0,,72,,1004,0,0,27,0,0,4,0,North,,,,35
20170617-12:00,,22,0,0,,37,,999,0,0,35,0,0,10,,,,,,35
20170618-03:00,,23,0,0,,69,,1004,0,0,28,0,0,4,270,West,,,,27
20170618-12:00,Clear,21,0,0,,35,,999,0,0,35,0,0,10,0,North,,,,27
20170619-03:00,,22,0,0,,69,,1004,0,0,27,0,0,4,270,West,,,,33
20170620-12:00,,18,0,0,,31,,999,0,0,33,0,0,10,270,West,,,,33
20170623-03:00,,22,0,0,,62,,1004,0,0,28,0,0,4,,,,,,29
20170623-12:00,,21,0,0,,39,,998,0,0,33,0,0,10,,,,,,29
20170624-03:00,Clear,22,0,0,,69,,1002,0,0,27,0,0,4,0,North,,,0.0,28
20170624-12:00,Clear,22,0,0,,58,,998,0,0,29,0,0,10,0,North,,,,28
20170625-12:00,,24,0,0,,69,,996,0,0,28,0,0,10,,,,,,31
20170626-03:00,,23,0,0,,76,,1001,0,0,27,0,0,4,,,,,,28
20170626-12:00,,23,0,0,,57,,997,0,0,31,0,0,10,0,North,,,,28
20170627-03:00,,23,0,0,,78,,1001,0,0,26,0,0,4,0,North,,,,30
20170627-12:00,Mostly Cloudy,23,0,0,,67,,998,0,0,28,0,0,10,270,West,,,,30
20170628-03:00,,23,0,0,,76,,1001,0,0,26,0,0,4,0,North,,,,30
20170628-12:00,Clear,23,0,0,,57,,999,0,0,30,0,0,10,270,West,,,,30
20170629-03:00,Clear,24,0,0,,77,,1001,0,0,27,0,0,4,270,West,,,,31
20170629-12:00,,23,0,0,,55,,997,0,0,30,0,0,10,0,North,,,,31
20170630-12:00,Clear,20,0,0,,44,,997,0,0,31,0,0,10,270,West,,,0.0,31
20170701-12:00,Mostly Cloudy,20,0,0,,44,,1000,0,0,31,0,0,10,0,North,,,0.0,28
20170702-12:00,Mostly Cloudy,24,0,0,,72,,999,0,0,28,0,0,10,0,North,,,,27
20170703-03:00,,18,0,0,,50,,1004,0,0,26,0,0,4,,,,,,28
20170703-12:00,Clear,24,0,0,,75,,998,0,0,27,0,0,10,0,North,,,,28
20170704-03:00,Clear,22,0,0,,64,,1004,0,0,27,0,0,4,270,West,,,,29
20170704-12:00,,22,0,0,,62,,1002,0,0,28,0,0,10,270,West,,,,29
20170705-03:00,,22,0,0,,65,,1004,0,0,27,0,0,4,270,West,,,20.4,32
20170705-12:00,,21,0,0,,55,,1002,0,0,29,0,0,10,,,,,,32
20170706-03:00,,22,0,0,,77,,1005,0,0,26,0,0,4,270,West,,,,30
20170706-12:00,,22,0,0,,45,,1001,0,0,32,0,0,10,0,North,,,,30
20170707-03:00,Clear,22,0,0,,71,,1006,0,0,26,0,0,4,270,West,,,,32
20170707-12:00,Mostly Cloudy,22,0,0,,54,,1004,0,0,30,0,0,10,0,North,,,,32
20170708-03:00,,22,0,0,,75,,1006,0,0,26,0,0,4,270,West,,,,33
20170708-12:00,,21,0,0,,45,,1002,0,0,32,0,0,10,270,West,,,,33
20170709-03:00,Clear,21,0,0,,61,,1005,0,0,27,0,0,4,0,North,,,,30
20170709-12:00,Clear,21,0,0,,38,,1001,0,0,33,0,0,10,270,West,,,,30
20170710-03:00,,21,0,0,,62,,1007,0,0,27,0,0,4,,,,,,30
20170710-12:00,Clear,21,0,0,,51,,1002,0,0,30,0,0,10,270,West,,,,30
20170711-12:00,,21,0,0,,49,,1002,0,0,30,0,0,10,,,,,,25
20170712-03:00,,22,0,0,,64,,1006,0,0,27,0,0,4,270,West,,,,27
20170712-12:00,Mostly Cloudy,23,0,0,,82,,1003,0,0,25,0,0,10,270,West,,,20.4,27
20170713-03:00,Mostly Cloudy,21,0,0,,76,,1005,0,0,25,0,0,4,270,West,,,,28
20170713-12:00,Mostly Cloudy,23,0,0,,73,,1000,0,0,27,0,0,10,0,North,,,,28
20170714-03:00,Mostly Cloudy,22,0,0,,85,,1004,0,0,24,0,0,4,0,North,,,,28
20170714-12:00,Mostly Cloudy,23,0,0,,67,,1000,0,0,28,0,0,10,0,North,,,,28
20170715-03:00,Mostly Cloudy,23,0,0,,87,,1003,0,0,25,0,0,4,0,North,,,,26
20170715-12:00,Mostly Cloudy,22,0,0,,65,,1000,0,0,28,0,0,10,0,North,,,,26
20170716-12:00,Overcast,23,0,0,,76,,1000,0,0,26,0,0,10,,,,,,27
20170717-03:00,Mostly Cloudy,23,0,0,,92,,1003,0,0,24,0,0,4,,,,,,27
20170717-12:00,Mostly Cloudy,24,0,0,,77,,1000,0,0,27,0,0,10,0,North,,,0.0,27
20170718-03:00,,22,0,0,,77,,1002,0,0,26,0,0,4,,,,,,30
20170718-12:00,Mostly Cloudy,24,0,0,,78,,998,0,0,27,0,0,10,180,South,,,,30
20170721-03:00,,24,0,0,,86,,999,0,0,26,0,0,4,270,West,,,,26
20170721-12:00,Mostly Cloudy,26,0,0,,90,,996,0,0,28,0,0,10,0,North,,,,26
20170722-03:00,Mostly Cloudy,24,0,0,,89,,1000,0,0,25,0,0,4,0,North,,,,25
20170722-12:00,Mostly Cloudy,25,0,0,,90,,998,0,0,26,0,0,10,0,North,,,,25
20170723-03:00,Mostly Cloudy,23,0,0,,90,,1000,0,0,25,0,0,4,0,North,,,,28
20170723-12:00,Mostly Cloudy,24,0,0,,89,,1000,0,0,25,0,0,10,270,West,,,0.0,28
20170724-03:00,Mostly Cloudy,23,0,0,,87,,1002,0,0,25,0,0,4,270,West,,,0.0,29
20170724-12:00,,22,0,0,,63,,999,0,0,28,0,0,10,,,,,,29
20170725-03:00,Clear,22,0,0,,76,,1002,0,0,25,0,0,4,270,West,,,0.0,28
20170725-12:00,Clear,22,0,0,,58,,998,0,0,29,0,0,10,270,West,,,,28
20170726-03:00,,22,0,0,,72,,1002,0,0,25,0,0,4,,,,,,25
20170726-12:00,Clear,22,0,0,,63,,999,0,0,28,0,0,10,0,North,,,,25
20170727-03:00,Mostly Cloudy,23,0,0,,73,,1004,0,0,27,0,0,4,270,West,,,,25
20170727-12:00,Mostly Cloudy,23,0,0,,84,,1001,0,0,25,0,0,10,0,North,,,,25
20170728-03:00,Mostly Cloudy,23,0,0,,87,,1006,0,0,24,0,0,4,,,,,,28
20170728-12:00,,22,0,0,,74,,1002,0,0,25,0,0,10,0,North,,,,28
20170729-03:00,Mostly Cloudy,23,0,0,,90,,1006,0,0,24,0,0,4,270,West,,,,27
20170729-12:00,,22,0,0,,63,,1003,0,0,28,0,0,10,270,West,,,0.0,27
20170730-03:00,,22,0,0,,81,,1007,0,0,25,0,0,4,270,West,,,,28
20170730-12:00,,23,0,0,,70,,1004,0,0,27,0,0,10,,,,,,28
20170731-03:00,Clear,22,0,0,,85,,1007,0,0,24,0,0,4,270,West,,,,30
20170731-12:00,,22,0,0,,62,,1005,0,0,28,0,0,10,0,North,,,,30
20170801-03:00,Mostly Cloudy,23,0,0,,83,,1008,0,0,25,0,0,4,270,West,,,,27
20170801-12:00,,23,0,0,,59,,1004,0,0,30,0,0,10,,,,,,27
20170802-12:00,Mostly Cloudy,22,0,0,,65,,1004,0,0,27,0,0,10,0,North,,,,26
20170803-12:00,Mostly Cloudy,22,0,0,,74,,1002,0,0,26,0,0,10,,,,,,30
20170804-03:00,,22,0,0,,80,,1003,0,0,25,0,0,4,270,West,,,,30
20170804-12:00,Clear,21,0,0,,50,,999,0,0,30,0,0,10,0,North,,,,30
20170805-03:00,,22,0,0,,78,,1003,0,0,25,0,0,4,270,West,,,,28
20170805-12:00,,22,0,0,,55,,1001,0,0,30,0,0,10,270,West,,,,28
20170806-12:00,Mostly Cloudy,24,0,0,,73,,1001,0,0,28,0,0,10,,,,,,29
20170807-03:00,,22,0,0,,82,,1005,0,0,24,0,0,4,270,West,,,,25
20170807-12:00,Mostly Cloudy,23,0,0,,60,,1000,0,0,29,0,0,10,0,North,,,,25
20170808-03:00,Mostly Cloudy,21,0,0,,75,,1006,0,0,25,0,0,4,270,West,,,20.4,28
20170811-03:00,,22,0,0,,77,,1006,0,0,25,0,0,4,,,,,,29
20170812-12:00,Mostly Cloudy,23,0,0,,64,,1003,0,0,29,0,0,10,0,North,,,,28
20170813-03:00,Mostly Cloudy,22,0,0,,79,,1008,0,0,25,0,0,4,270,West,,,,29
20170813-12:00,Mostly Cloudy,22,0,0,,61,,1005,0,0,28,0,0,10,0,North,,,,29
20170814-03:00,,22,0,0,,80,,1008,0,0,25,0,0,4,270,West,,,,27
20170814-12:00,Mostly Cloudy,22,0,0,,61,,1006,0,0,29,0,0,10,0,North,,,0.0,27
20170815-03:00,,22,0,0,,75,,1010,0,0,26,0,0,4,0,North,,,,30
20170815-12:00,Mostly Cloudy,22,0,0,,69,,1006,0,0,27,0,0,10,0,North,,,,30
20170816-12:00,,21,0,0,,48,,1004,0,0,30,0,0,10,270,West,,,,25
20170817-03:00,Clear,22,0,0,,77,,1006,0,0,25,0,0,4,270,West,,,,27
20170818-03:00,Clear,21,0,0,,75,,1005,0,0,25,0,0,4,270,West,,,,25
20170818-12:00,Mostly Cloudy,24,0,0,,79,,1002,0,0,27,0,0,10,0,North,,,,25
20170819-03:00,Mostly Cloudy,22,0,0,,86,,1004,0,0,25,0,0,4,270,West,,,,27
20170820-03:00,Mostly Cloudy,22,0,0,,81,,1000,0,0,25,0,0,4,0,North,,,,25
20170820-12:00,Mostly Cloudy,23,0,0,,71,,997,0,0,27,0,0,10,0,North,,,,25
20170821-03:00,Mostly Cloudy,22,0,0,,94,,1000,0,0,23,0,0,4,270,West,,,,27
20170821-12:00,Mostly Cloudy,21,0,0,,71,,997,0,0,25,0,0,10,270,West,,,,27
20170822-03:00,,22,0,0,,81,,1003,0,0,24,0,0,4,270,West,,,,30
20170822-12:00,Mostly Cloudy,23,0,0,,77,,1000,0,0,27,0,0,10,,,,,,30
20170823-03:00,Clear,22,0,0,,81,,1008,0,0,24,0,0,4,270,West,,,,28
20170823-12:00,Mostly Cloudy,23,0,0,,58,,1002,0,0,30,0,0,10,0,North,,,,28
20170824-03:00,,22,0,0,,81,,1007,0,0,24,0,0,4,270,West,,,,28
20170824-12:00,Mostly Cloudy,24,0,0,,69,,1003,0,0,28,0,0,10,0,North,,,,28
20170825-12:00,Mostly Cloudy,23,0,0,,69,,1000,0,0,28,0,0,10,0,North,,,,28
20170826-12:00,Mostly Cloudy,22,0,0,,61,,999,0,0,28,0,0,10,,,,,0.0,26
20170827-03:00,,23,0,0,,78,,1000,0,0,26,0,0,4,0,North,,,,27
20170828-03:00,Mostly Cloudy,23,0,0,,83,,1002,0,0,25,0,0,4,270,West,,,0.0,25
20170828-12:00,Mostly Cloudy,25,0,0,,85,,998,0,0,27,0,0,10,,,,,,25
20170829-03:00,Mostly Cloudy,24,0,0,,91,,998,0,0,25,0,0,4,270,West,,,,26
20170829-12:00,Mostly Cloudy,24,0,0,,92,,995,0,0,25,0,0,10,0,North,,,0.0,26
20170830-12:00,Mostly Cloudy,22,0,0,,74,,999,0,0,26,0,0,10,0,North,,,,29
20170831-03:00,,22,0,0,,85,,1004,0,0,24,0,0,4,,,,,,30
20170831-12:00,,21,0,0,,55,,1004,0,0,29,0,0,10,,,,,,30
20170901-12:00,,22,0,0,,54,,1004,0,0,30,0,0,10,0,North,,,,30
20170902-03:00,Clear,22,0,0,,98,,1007,0,0,22,0,0,4,270,West,,,,28
20170902-12:00,,22,0,0,,55,,1004,0,0,30,0,0,10,0,North,,,,28
20170903-12:00,Mostly Cloudy,23,0,0,,70,,1004,0,0,28,0,0,10,,,,,,28
20170904-03:00,,22,0,0,,79,,1010,0,0,24,0,0,4,,,,,,30
20170904-12:00,Mostly Cloudy,24,0,0,,75,,1006,0,0,28,0,0,10,0,North,,,,30
20170905-03:00,,21,0,0,,82,,1010,0,0,24,0,0,4,270,West,,,0.0,30
20170905-12:00,,23,0,0,,56,,1004,0,0,30,0,0,10,,,,,,30
20170906-03:00,,22,0,0,,80,,1010,0,0,25,0,0,4,270,West,,,0.0,31
20170906-12:00,,23,0,0,,56,,1004,0,0,30,0,0,10,180,South,,,,31
20170907-12:00,Clear,22,0,0,,52,,1003,0,0,31,0,0,10,0,North,,,,30
20170908-03:00,Mostly Cloudy,22,0,0,,80,,1010,0,0,25,0,0,4,,,,,,31
20170908-12:00,,23,0,0,,58,,1006,0,0,30,0,0,10,0,North,,,0.0,31
20170909-03:00,Clear,22,0,0,,82,,1010,0,0,25,0,0,4,270,West,,,,27
20170909-12:00,,23,0,0,,54,,1004,0,0,31,0,0,10,0,North,,,,27
20170910-12:00,Mostly Cloudy,24,0,0,,83,,1004,0,0,27,0,0,10,,,,,,30
20170911-03:00,,24,0,0,,88,,1008,0,0,25,0,0,4,,,,,,30
20170911-12:00,Clear,23,0,0,,60,,1004,0,0,30,0,0,10,0,North,,,,30
20170912-03:00,,23,0,0,,84,,1010,0,0,26,0,0,4,,,,,,29
20170912-12:00,Clear,22,0,0,,55,,1004,0,0,30,0,0,10,0,North,,,,29
20170913-12:00,,24,0,0,,70,,1005,0,0,29,0,0,10,,,,,,25
20170914-03:00,,24,0,0,,86,,1009,0,0,25,0,0,4,270,West,,,,26
20170915-03:00,Clear,24,0,0,,90,,1008,0,0,25,0,0,4,270,West,,,0.0,25
20170915-12:00,Mostly Cloudy,25,0,0,,86,,1003,0,0,26,0,0,10,0,North,,,0.0,25
20170916-03:00,Mostly Cloudy,24,0,0,,86,,1007,0,0,25,0,0,4,270,West,,,,27
20170917-03:00,Mostly Cloudy,23,0,0,,86,,1006,0,0,24,0,0,4,0,North,,,,27
20170917-12:00,Mostly Cloudy,24,0,0,,78,,1001,0,0,27,0,0,10,0,North,,,,27
20170918-12:00,Mostly Cloudy,24,0,0,,80,,1003,0,0,27,0,0,10,0,North,,,20.4,29
20170919-03:00,Clear,22,0,0,,86,,1006,0,0,25,0,0,4,270,West,,,,29
20170919-12:00,Mostly Cloudy,23,0,0,,68,,1001,0,0,29,0,0,10,180,South,,,20.4,29
20170920-03:00,,24,0,0,,90,,1004,0,0,25,0,0,4,270,West,,,,27
20170920-12:00,Clear,23,0,0,,68,,1001,0,0,29,0,0,10,0,North,,,,27
20170921-03:00,Mostly Cloudy,24,0,0,,94,,1005,0,0,24,0,0,4,270,West,,,,28
20170921-12:00,Mostly Cloudy,24,0,0,,75,,1003,0,0,27,0,0,10,,,,,,28
20170922-12:00,,24,0,0,,73,,1004,0,0,28,0,0,10,0,North,,,0.0,29
20170923-03:00,,22,0,0,,88,,1010,0,0,23,0,0,4,270,West,,,,29
20170923-12:00,,24,0,0,,66,,1007,0,0,29,0,0,10,0,North,,,0.0,29
20170926-03:00,Clear,22,0,0,,81,,1010,0,0,24,0,0,4,270,West,,,,30
20170927-03:00,,22,0,0,,81,,1010,0,0,25,0,0,4,,,,,,30
20170927-12:00,,23,0,0,,57,,1005,0,0,30,0,0,10,,,,,,30
20170928-12:00,Clear,22,0,0,,54,,1004,0,0,30,0,0,10,180,South,,,,32
20170929-03:00,,24,0,0,,84,,1008,0,0,26,0,0,4,,,,,,32
20170929-12:00,Clear,22,0,0,,49,,1003,0,0,32,0,0,10,0,North,,,,32
20170930-03:00,,22,0,0,,79,,1009,0,0,25,0,0,4,,,,,,32
20170930-12:00,Clear,22,0,0,,48,,1004,0,0,32,0,0,10,0,North,,,,32
20171001-03:00,,23,0,0,,83,,1010,0,0,25,0,0,4,0,North,,,,25
20171001-12:00,,22,0,0,,45,,1005,0,0,32,0,0,10,,,,,0.0,25
20171002-03:00,,20,0,0,,68,,1009,0,0,25,0,0,4,0,North,,,,25
20171003-03:00,,21,0,0,,70,,1009,0,0,25,0,0,4,270,West,,,,23
20171004-03:00,,20,0,0,,75,,1010,0,0,23,0,0,4,270,West,,,,33
20171005-12:00,Clear,18,0,0,,32,,1004,0,0,33,0,0,10,0,North,,,,33
20171006-03:00,,20,0,0,,76,,1008,0,0,24,0,0,4,,,,,,32
20171006-12:00,Clear,22,0,0,,42,,1003,0,0,33,0,0,10,0,North,,,,32
20171007-03:00,,23,0,0,,76,,1008,0,0,26,0,0,4,,,,,,25
20171007-12:00,Mostly Cloudy,23,0,0,,51,,1003,0,0,32,0,0,10,0,North,,,,25
20171008-03:00,,23,0,0,,83,,1007,0,0,25,0,0,4,0,North,,,,27
20171009-03:00,,23,0,0,,87,,1007,0,0,24,0,0,4,270,West,,,,25
20171009-12:00,,24,0,0,,84,,1005,0,0,27,0,0,10,,,,,,25
20171010-03:00,,23,0,0,,88,,1008,0,0,25,0,0,4,270,West,,,,25
20171010-12:00,Mostly Cloudy,24,0,0,,89,,1003,0,0,25,0,0,10,180,South,,,,25
20171011-03:00,Mostly Cloudy,23,0,0,,87,,1006,0,0,25,0,0,4,270,West,,,,25
20171011-12:00,Overcast,23,0,0,,88,,1005,0,0,25,0,0,10,0,North,,,,25
20171012-03:00,,24,0,0,,96,,1006,0,0,24,0,0,4,,,,,,27
20171012-12:00,Mostly Cloudy,23,0,0,,86,,1005,0,0,25,0,0,10,0,North,,,,27
20171013-03:00,,24,0,0,,91,,1008,0,0,25,0,0,4,,,,,,29
20171013-12:00,Mostly Cloudy,24,0,0,,78,,1003,0,0,27,0,0,10,270,West,,,,29
20171014-03:00,,24,0,0,,96,,1008,0,0,24,0,0,4,270,West,,,,30
20171014-12:00,Clear,22,0,0,,58,,1004,0,0,29,0,0,10,0,North,,,,30
20171015-03:00,,24,0,0,,88,,1008,0,0,25,0,0,4,270,West,,,,29
20171015-12:00,,23,0,0,,58,,1004,0,0,30,0,0,10,,,,,,29
20171016-03:00,,22,0,0,,86,,1010,0,0,24,0,0,4,270,West,,,,29
20171016-12:00,,22,0,0,,57,,1005,0,0,29,0,0,10,180,South,,,,29
20171017-03:00,,19,0,0,,77,,1010,0,0,22,0,0,4,270,West,,,,30
20171017-12:00,,20,0,0,,49,,1005,0,0,29,0,0,10,180,South,,,0.0,30
20171020-03:00,,18,0,0,,78,,1009,0,0,21,0,0,4,,,,,,30
20171020-12:00,Clear,21,0,0,,51,,1005,0,0,30,0,0,10,0,North,,,,30
20171021-03:00,Clear,20,0,0,,53,,1009,0,0,28,0,0,4,270,West,,,,25
20171021-12:00,Clear,21,0,0,,49,,1004,0,0,30,0,0,10,90,East,,,,25
20171022-03:00,Clear,22,0,0,,81,,1010,0,0,25,0,0,4,0,North,,,,30
20171023-03:00,Clear,18,0,0,,71,,1012,0,0,21,0,0,4,270,West,,,,30
20171023-12:00,Clear,22,0,0,,52,,1008,0,0,30,0,0,10,0,North,,,,30
20171024-03:00,,14,0,0,,67,,1014,0,0,19,0,0,4,,,,,,29
20171024-12:00,,20,0,0,,46,,1008,0,0,30,0,0,10,0,North,,,,29
20171025-03:00,,14,0,0,,57,,1016,0,0,20,0,0,4,270,West,,,0.0,29
20171025-12:00,,17,0,0,,39,,1012,0,0,29,0,0,10,,,,,,29
20171026-03:00,,14,0,0,,72,,1016,0,0,19,0,0,4,270,West,,,,28
20171026-12:00,,19,0,0,,46,,1010,0,0,29,0,0,10,180,South,,,,28
20171027-03:00,Clear,14,0,0,,65,,1015,0,0,19,0,0,4,270,West,,,,28
20171027-12:00,Mostly Cloudy,16,0,0,,35,,1010,0,0,28,0,0,10,0,North,,,,28
20171028-03:00,Clear,16,0,0,,72,,1016,0,0,20,0,0,4,270,West,,,,28
20171028-12:00,,15,0,0,,34,,1011,0,0,28,0,0,10,,,,,,28
20171029-03:00,,14,0,0,,65,,1015,0,0,19,0,0,4,,,,,,28
20171029-12:00,Clear,15,0,0,,34,,1009,0,0,28,0,0,10,0,North,,,,28
20171030-12:00,,18,0,0,,42,,1010,0,0,28,0,0,10,,,,,,28
20171031-03:00,,14,0,0,,67,,1014,0,0,19,0,0,4,270,West,,,,28
20171031-12:00,Clear,15,0,0,,34,,1009,0,0,28,0,0,10,0,North,,,,28
20171101-03:00,,14,0,0,,74,,1016,0,0,17,0,0,4,,,,,0.0,17
20171101-12:00,,17,0,0,,39,,1010,0,0,28,0,0,10,180,South,,,,17
20171102-03:00,Clear,12,0,0,,66,,1016,0,0,17,0,0,4,270,West,,,0.0,28
20171103-03:00,,13,0,0,,71,,1015,0,0,17,0,0,4,,,,,,28
20171103-12:00,,16,0,0,,35,,1010,0,0,28,0,0,10,,,,,0.0,28
20171104-03:00,,13,0,0,,66,,1015,0,0,18,0,0,4,,,,,0.0,28
20171104-12:00,,14,0,0,,30,,1010,0,0,28,0,0,10,180,South,,,,28
20171105-03:00,Clear,14,0,0,,69,,1016,0,0,18,0,0,4,90,East,,,,29
20171105-12:00,,15,0,0,,35,,1010,0,0,28,0,0,10,,,,,,29
20171106-03:00,,14,0,0,,68,,1014,0,0,18,0,0,4,270,West,,,,28
20171106-12:00,Clear,17,0,0,,39,,1010,0,0,29,0,0,10,90,East,,,,28
20171107-03:00,Clear,14,0,0,,72,,1016,0,0,19,0,0,4,270,West,,,,28
20171107-12:00,Clear,18,0,0,,46,,1011,0,0,28,0,0,10,0,North,,,,28
20171108-12:00,,16,0,0,,38,,1010,0,0,28,0,0,10,,,,,,28
20171109-03:00,,14,0,0,,65,,1015,0,0,19,0,0,4,270,West,,,,28
20171109-12:00,,18,0,0,,46,,1011,0,0,28,0,0,10,0,North,,,,28
20171112-03:00,Clear,12,0,0,,65,,1015,0,0,17,0,0,4,270,West,,,,26
20171112-12:00,,18,0,0,,50,,1010,0,0,27,0,0,10,0,North,,,,26
20171113-12:00,Clear,14,0,0,,38,,1005,0,0,26,0,0,10,0,North,,,20.4,17
20171114-03:00,,12,0,0,,68,,1012,0,0,17,0,0,4,,,,,,27
20171115-03:00,Clear,13,0,0,,70,,1013,0,0,17,0,0,4,270,West,,,,27
20171115-12:00,Clear,15,0,0,,35,,1008,0,0,27,0,0,10,0,North,,,,27
20171116-03:00,,12,0,0,,67,,1013,0,0,17,0,0,4,270,West,,,,17
20171116-12:00,,13,0,0,,31,,1008,0,0,27,0,0,10,,,,,,17
20171119-03:00,,13,0,0,,61,,1015,0,0,18,0,0,4,270,West,,,,26
20171119-12:00,,16,0,0,,40,,1009,0,0,27,0,0,10,0,North,,,,26
20171120-03:00,,17,0,0,,71,,1016,0,0,21,0,0,4,270,West,,,,23
20171120-12:00,,19,0,0,,58,,1011,0,0,26,0,0,10,90,East,,,,23
20171121-03:00,Clear,18,0,0,,67,,1014,0,0,23,0,0,4,270,West,,,,28
20171122-03:00,Clear,19,0,0,,83,,1013,0,0,22,0,0,4,270,West,,,,28
20171122-12:00,,13,0,0,,27,,1009,0,0,28,0,0,10,,,,,,28
20171123-03:00,,15,0,0,,78,,1014,0,0,18,0,0,4,,,,,,18
20171123-12:00,,22,0,0,,59,,1008,0,0,28,0,0,10,,,,,,18
20171124-03:00,,16,0,0,,80,,1016,0,0,18,0,0,4,270,West,,,,17
20171125-03:00,,14,0,0,,74,,1016,0,0,17,0,0,4,270,West,,,,27
20171126-03:00,,13,0,0,,71,,1018,0,0,17,0,0,4,270,West,,,0.0,26
20171126-12:00,,16,0,0,,39,,1011,0,0,27,0,0,10,0,North,,,,26
20171127-03:00,,11,0,0,,67,,1016,0,0,16,0,0,4,270,West,,,0.0,26
20171127-12:00,,14,0,0,,38,,1011,0,0,26,0,0,10,180,South,,,,26
20171130-03:00,,11,0,0,,61,,1017,0,0,16,0,0,4,270,West,,,,26
20171130-12:00,,16,0,0,,42,,1010,0,0,27,0,0,10,,,,,,26
20171201-03:00,,11,0,0,,65,,1016,0,0,16,0,0,4,,,,,,27
20171201-12:00,Clear,16,0,0,,43,,1010,0,0,26,0,0,10,90,East,,,,27
20171202-03:00,,12,0,0,,65,,1016,0,0,17,0,0,4,0,North,,,,17
20171202-12:00,Clear,14,0,0,,36,,1010,0,0,27,0,0,10,180,South,,,,17
20171203-03:00,Clear,12,0,0,,66,,1016,0,0,17,0,0,4,0,North,,,,27
20171204-03:00,,14,0,0,,66,,1014,0,0,18,0,0,4,180,South,,,,19
20171204-12:00,,15,0,0,,38,,1008,0,0,27,0,0,10,180,South,,,,19
20171205-03:00,,15,0,0,,61,,1012,0,0,21,0,0,4,270,West,,,,27
20171205-12:00,Mostly Cloudy,17,0,0,,85,,1008,0,0,19,0,0,10,0,North,,,,27
20171206-03:00,,17,0,0,,76,,1010,0,0,20,0,0,4,270,West,,,,25
20171206-12:00,Clear,21,0,0,,62,,1001,0,0,27,0,0,10,0,North,,,,25
20171207-12:00,,20,0,0,,69,,1001,0,0,25,0,0,10,,,,,,28
20171208-03:00,Clear,18,0,0,,82,,1014,0,0,21,0,0,4,270,West,,,0.0,28
20171208-12:00,Clear,18,0,0,,47,,1010,0,0,28,0,0,10,180,South,,,,28
20171209-03:00,Clear,17,0,0,,76,,1015,0,0,20,0,0,4,270,West,,,,19
20171209-12:00,Clear,18,0,0,,44,,1009,0,0,28,0,0,10,0,North,,,,19
20171210-03:00,,15,0,0,,71,,1016,0,0,19,0,0,4,270,West,,,,28
20171211-12:00,,19,0,0,,48,,1011,0,0,28,0,0,10,0,North,,,,26
20171212-03:00,,14,0,0,,69,,1016,0,0,18,0,0,4,270,West,,,,25
20171212-12:00,,16,0,0,,42,,1011,0,0,26,0,0,10,270,West,,,,25
20171213-03:00,,14,0,0,,76,,1017,0,0,17,0,0,4,270,West,,,,26
20171213-12:00,,17,0,0,,51,,1011,0,0,25,0,0,10,180,South,,,,26
20171214-03:00,Clear,14,0,0,,74,,1018,0,0,17,0,0,4,270,West,,,,17
